JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,56080,69772,"0","1","1",
1,69772,72792,"0","0","1",
2,81611,89148,"0","1","1",
3,98200,101232,"0","0","1",
4,140508,159168,"0","1","1",
5,178084,187587,"0","1","1",
6,228759,234015,"0","1","1",
