JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,1086,4398,"0","1","1",
1,5016,19783,"0","1","1",
2,23122,30505,"0","1","1",
3,35930,40848,"0","1","1",
4,42345,46270,"0","1","1",
5,59743,65038,"0","1","1",
6,81167,94059,"0","1","1",
7,94059,115248,"0","1","1",
8,120068,125627,"0","1","1",
9,126448,138102,"1","0","1",
10,140959,143990,"0","0","1",
11,146935,0,"","","",
