JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,23173,44644,"0","1","1",
1,46169,59415,"0","1","1",
2,75608,79081,"1","0","1",
3,86842,91765,"0","1","1",
4,91765,109756,"0","1","1",
5,109756,123922,"0","1","1",
6,123922,129145,"0","1","1",
7,146054,170774,"0","1","0",
8,180706,183736,"0","0","1",
9,189523,197373,"0","1","1",
