JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,47684,50595,"1","0","1",
1,53433,56468,"0","1","1",
2,56468,74297,"0","1","1",
3,74297,82080,"0","1","1",
4,87189,91026,"0","1","1",
5,103344,120153,"0","1","1",
6,128280,134957,"1","0","1",
7,140968,142896,"1","0","1",
8,177675,205487,"0","1","1",
9,210974,214667,"1","0","1",
10,216462,233038,"0","1","1",
