JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,15098,22372,"0","1","1",
1,23426,32198,"0","1","1",
2,32844,36255,"1","0","1",
3,37122,38740,"0","0","1",
4,40144,63175,"1","0","1",
5,64130,72361,"0","1","0",
6,72361,87290,"0","1","0",
7,89760,99756,"0","1","1",
8,103700,109548,"0","1","1",
9,128060,132449,"1","0","1",
10,156050,193468,"0","1","1",
