JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,45602,46852,"1","0","1",
1,49591,52836,"0","1","0",
2,54175,83096,"0","1","1",
3,84665,102837,"0","1","1",
4,104627,112993,"0","1","1",
5,118062,123222,"0","1","0",
6,124039,130066,"0","1","1",
7,130492,142290,"0","1","0",
8,143228,153064,"1","0","1",
9,160109,165954,"1","0","1",
10,185244,190018,"1","0","1",
11,219651,222922,"0","0","1",
12,231992,234325,"0","0","1",
