JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,18700,26044,"1","0","1",
1,35944,37517,"0","0","1",
2,38349,44074,"1","0","1",
3,47044,55454,"0","1","1",
4,56848,77724,"0","1","1",
5,84014,97163,"0","1","1",
6,99443,110296,"0","1","1",
7,123148,145555,"0","1","1",
8,153238,154346,"1","0","1",
9,158594,162696,"0","1","1",
10,176468,186184,"0","1","0",
