JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,8958,12105,"0","1","0",
1,25466,31536,"0","1","0",
2,32592,36021,"1","0","1",
3,49995,71775,"0","1","1",
4,79248,81867,"0","1","1",
5,87066,89384,"1","0","1",
6,91035,96472,"0","1","0",
7,96757,112097,"0","1","1",
8,115430,125903,"0","1","1",
9,143140,147095,"0","0","1",
10,158578,164452,"0","0","1",
11,168198,213048,"0","1","1",
