JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,68332,69122,"1","0","1",
1,75217,86156,"0","1","1",
2,86838,95914,"0","1","1",
3,95120,97206,"1","0","1",
4,113653,120156,"1","0","1",
5,127989,130968,"0","0","1",
6,132320,134073,"0","0","1",
7,135036,154122,"0","1","1",
8,156174,244901,"0","1","1",
