JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,4433,6073,"0","0","1",
1,6845,9720,"1","0","1",
2,10212,28363,"0","1","1",
3,34995,37624,"1","0","1",
4,41289,49343,"0","1","0",
5,53944,102239,"0","1","1",
6,102940,106386,"0","1","0",
7,107179,158576,"0","1","1",
8,160059,166498,"0","1","0",
9,198026,218052,"0","1","1",
