JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,51047,61027,"0","1","1",
1,65002,73406,"1","0","1",
2,80536,88000,"1","0","1",
3,89039,97031,"0","1","1",
4,102448,106394,"1","0","1",
5,106795,112043,"0","0","1",
6,121008,124123,"0","0","1",
7,132668,146453,"1","0","1",
8,155037,166499,"1","0","1",
9,170724,174860,"0","0","1",
10,180911,211629,"1","0","1",
