JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,4146,6131,"1","0","1",
1,6131,31464,"0","1","1",
2,32507,44163,"0","1","1",
3,44523,51354,"0","0","1",
4,53643,55304,"0","0","1",
5,59529,67184,"1","0","1",
6,68395,73610,"1","0","1",
7,74520,82884,"1","0","1",
8,83319,149949,"0","1","1",
9,151426,160709,"1","0","1",
10,162069,173791,"1","0","1",
