JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,20978,58280,"0","1","1",
1,58280,71298,"0","1","1",
2,71298,74369,"1","0","1",
3,80483,86069,"0","1","0",
4,88457,90882,"0","1","0",
5,99634,102612,"0","0","1",
6,111309,119442,"0","1","1",
7,120082,128299,"0","1","1",
8,140148,164112,"0","1","1",
9,168670,186567,"0","1","1",
10,187501,201137,"0","1","1",
