JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,13480,22615,"0","1","1",
1,23663,42466,"0","1","1",
2,43657,62488,"1","0","1",
3,69572,76160,"1","0","1",
4,78073,82857,"1","0","1",
5,92969,99977,"0","1","1",
6,104141,110334,"1","0","1",
7,128092,133761,"1","0","1",
8,156148,193991,"0","1","1",
