JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,3241,5444,"1","0","1",
1,6789,15169,"1","0","1",
2,27834,30485,"0","0","1",
3,32638,35521,"1","0","1",
4,37560,42115,"1","0","1",
5,66393,78864,"0","1","1",
6,79768,96048,"0","1","0",
7,149838,152932,"1","0","1",
