JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,40180,53871,"0","1","1",
1,56673,74547,"0","1","1",
2,74547,80298,"0","1","1",
3,96585,108706,"0","1","1",
4,109876,123922,"1","0","1",
5,124530,135211,"1","0","1",
6,135211,142424,"0","1","1",
7,144386,149958,"1","0","1",
8,150506,183900,"0","1","1",
9,200030,204214,"1","0","1",
10,208457,217003,"0","1","1",
11,217003,220926,"0","1","1",
