JointAttention.ordinal,JointAttention.onset,JointAttention.offset,JointAttention.pJA,JointAttention.cJA,JointAttention.bids,
0,37900,48971,"1","0","1",
1,49575,58956,"1","0","1",
2,61712,66369,"1","0","1",
3,73175,96306,"1","0","1",
4,98534,111700,"0","1","1",
5,122853,142021,"0","1","1",
6,146373,161935,"1","0","1",
7,163382,170894,"1","0","1",
8,170964,174339,"0","0","1",
9,174339,178554,"0","0","1",
10,178554,182627,"0","0","1",
11,190614,206262,"0","1","1",
12,208023,219574,"1","0","1",
